,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
22904,WOW air,1,"""a lack of care from WOW""",27th July 2018,True,"  Cincinnati to Edinburgh via Keflavik.Our baggage was missing when we arrived to Keflavik. We had plans to take a short walk to the bus stop, this was impossible due to the cold weather and our lack of appropriate clothes.  We were not asked where our address will be and a multitude of appropriate questions that could have possibly helped with the recovery of our luggage.  We were told to check in with the luggage office before our 6:50am flight.The office does not open until 8:30am, we left our hotel early and did not have time for breakfast. ( Our flight was moved to an earlier time.. We were not informed about this at all, on any type of communication platform. This caused us to be denied check in.  The lady at check-in was abrupt and unwilling to check my pregnant wife in while I was at the (CLOSED) luggage office. As I returned from the luggage office to the check-in desk we were told check in for our flight was closed so I asked to speak with a supervisor who then rectified the situation by checking us in.  Me and my wife (34 weeks pregnant) were given the option to hurry up to terminal D (7 min jog). No care, help or advice was offered. It was clearly explained that we were not informed of the flight time change and that my wife is pregnant. We actually asked ourselves to get in-front of people at the security check and when we arrived at gate.  We were a total of 13 days without luggage. This is our first child and we were getting married on July 15th. Our wedding clothes and child birthing equipment were in the suitcases. WOW air have stated that we should have packed all essential clothing in our carry-on. We were told to go to Edinburgh airport to collect our bags, at our expense. One bag was still missing when we went to the airport and upon arrival the second bag was damaged. Customer service was really bad throughout the whole process. Calls to wow air were not helpful, some were put on hold, in the worst case we were on hold for 25 minutes and the deliberately disconnected when I asked to speak with a supervisor. Emails did not answer very simple questions. On our flight was a couple from Cincinnati who were traveling to Scotland for their honeymoon, this was the second time WOW air tried to get them to Keflavik. As we were not informed of the flight change and the couple were not on the Edinburgh flight on the 21st of June, it stands to reason they missed their flight due to a lack of care from WOW.",,Couple Leisure,Premium Economy,Cincinnati to Edinburgh via Keflavik,June 2018,2.0,1.0,,1.0,,,2.0,no
22905,Xiamen Airlines,2,"""a trip I wish I forget""",10th August 2022,True,"  Business class flight seating was good. Very friendly service, even though English communication was limit. Flight attendants were on point and helpful. The nightmare started when I landed in XMN awaiting my transfer flight to BKK. Covid restrictions had the airport lounge closed down! The hotel service provide was 20 minutes away in a known covid positive area. The Official at the desk had limited skills and stated there is a risk my health code would change and I wouldn't be able to board my flight tomorrow, nothing he could do. No refunds for this situation. Very poor manners, ended staying on a bench outside of the airport ,after the airport it's self lock the doors around 2 am. BTW flight is scheduled for 9am, Flight times changed twice on day of departure. On the ground service and attitude was horrible. First time flying business class with this airline was a trip I wish I forget.",,Couple Leisure,Business Class,Changsha to Bangkok via Xiamen,August 2022,3.0,4.0,3.0,1.0,,,1.0,no
22906,Xiamen Airlines,5,"""bad structure of this airline""",5th August 2022,True,"  Today I had dinner with my company, so i had booked the flight for 9pm. The flight was rescheduled to 7pm. I missed the dinner because of that. Came to the airport on time and the flight was deleted one hour. This seems to be a joke, but it's not. I see this as a bad management or bad structure of this airline. It made my day a very bad day",,Business,Economy Class,Xiamen to Shanghai,August 2022,2.0,2.0,,2.0,,,2.0,no
22907,Xiamen Airlines,2,"""has been, by far, the worst airline""",20th September 2021,True,"  This has been, by far, the worst airline that I have ever had the misfortune to encounter. I showed up at Xiamen Airport (Xiamen Airlines flagship hub) 5 hours in advance of my flight for two reasons. First, I knew that my bags would be overweight (I was moving back home to the states), and I wanted to see by how much. I had some items I could discard to make the baggage lighter, but I wanted to see how much over I was. Second, since COVID still had regulations, I wanted to be sure that I had enough time to get through the process on time. Xiamen Airlines, unfortunately, did not make any of this process possible. When I arrived at the airport, I was informed that I would not be able to set foot into the international wing until two hours before the flight took off. This forced me to wait until they opened the wing. Once the wing was open, the sold-out flight loaded up the kiosks. The line was moving unbelievably slow, but I knew that the attendants were able to see me waiting and that I probably will need extra help. This entire process of getting through the line nearly took an hour and a half.  Once I got to the front of the line, the first thing that they informed me of was that there were only middle seats left. I said to them that they saw me waiting in line, and I am considerably taller than most of the people on the flight. Rather than give any explanation, the only thing they said was, “we know”. Checking my watch, I knew that there was no time to belabor the point any longer. I had three bags, and I knew that they would have weight problems. In addition, I would need to pay extra for the third bag. I was ready to pay for the extra bag, but what happened next was madness. I sent them countless emails explain my grievances with the airline, and it took them literal days(and one time a week) to respond to me. The fact that this could not be resolved in a matter of minutes was frustrating enough, but then for them to not care about my original complaint and say that it was my fault is what drove me to write this complaint today. It took them 3.5 weeks to even come to a resolution.",,Solo Leisure,Economy Class,Xiamen to Los Angeles,July 2021,3.0,2.0,2.0,1.0,3.0,,2.0,no
22908,Xiamen Airlines,1,"""avoid buying flight tickets from Xiamen Air""",11th December 2020,True,"  Chinese Embassy in the Netherlands announced that no transfer passengers would be allowed to enter the Netherlands for the connecting flight to China from 18th November. XiaMen Airline is aware of this new policy. However, they continue advertising and selling the connecting flight tickets through the Netherlands! I bought the ticket from London to China via an overnight transfer in Amsterdam. However, when I started to go through the details soon after I bought the ticket, I was shocked to find out that this is an impossible flight route due to the reason above. I contacted XiaMen Airline immediately. I received a reply call informing me that my request for refunding my flight ticket is rejected. The reason given was that XiaMen Airline made a policy, they only refund the flight tickets which were bought before 31st October 2020, and the flight will take off after 31st October 2020. My flight ticket was bought yesterday, 9th December 2020. Therefore, I fell out of the category of refunding. I pointed out that if they knew this is the policy, why they were still selling the tickets from London to China, which needs to transfer at Amsterdam. I was told that it was because some passengers will take the flights from Amsterdam. This was not answering my question. However, the customer service only gave me standard answers in a circle. I would advise all, try all means to avoid buying flight tickets from Xiamen Air.",,Solo Leisure,Economy Class,"London to Chengdu via Amsterdam, Xiamen",December 2020,,,,,,,1.0,no
22909,Xiamen Airlines,8,"""overall a pleasant flight""",1st October 2020,True,"  It was overall a pleasant flight. The flight attendant is very familiar with the policies and helpful with the required custom forms under the pandemic. There is no hot food due to the pandemic, but it is totally understandable. I would recommend everyone get food from the airport or city before the get on board. Everyone is nice to the passengers in general, but the cabin manager is mean to her peer. I don't agree with that way of management. At least they should avoid making passengers feel that way.",Boeing 787-9,Business,Business Class,Amsterdam to Xiamen,June 2020,4.0,4.0,,2.0,,,2.0,yes
22910,Xiamen Airlines,1,"""I am extremely disappointed""",1st February 2020,False,"  Los Angeles to Ho Chi Minh via Xiamen. I am extremely disappointed in the customer service I received from this airline. I paid $748.00 to change the flight for me and my partner, because I was given the wrong date to return on. $400 of that fee was just for them to make the change. Shortly after making this payment they involuntarily changed the flight I had just paid to change. I was able to call and cancel my flights but they refused to give me the $400 back for the cost the to make the change, which they immediately changed which take away the point of paying $400 of a specific flight home that matches our schedule.",,Couple Leisure,Economy Class,Los Angeles to Ho Chi Minh via Xiamen,January 2020,,,,,,,1.0,no
22911,Xiamen Airlines,1,"""looked fatter than my passport photo""",23rd January 2020,True,"  Never fly with Xiamen airline again! Irresponsible staff and an airline who’s only interested in snatching money from customers. On November 2019 I was booked for the flight traveling from Seoul to Vancouver but at the check-in counter they denied my boarding because I looked fatter than my passport photo. What the hell! Another airline flew me back home and gave me no troubles, I passed border security checks absolutely no problems. Only ridiculous Xiamen airline caused me so much trouble. When I asked them to return my flight ticket money, they agreed, but it’s been 2 months now I still don’t see my money returned to my bank account. They never pick up their phones, when I try contacting by email they just give me excuses like oh we are still processing your return. Really? How many months do you need to process a return Xiamen airline?",,Solo Leisure,Economy Class,Vancouver to Seoul via Xiamen,November 2019,,,,1.0,,,1.0,no
22912,Xiamen Airlines,9,""" Outstanding value for money""",7th January 2020,True,"  Bangkok to Los Angeles via Xiamen return. Everything was great, check-in at Suvarnabhumi Airport was smooth and the flight from Bangkok to Xiamen was on-time and they served a tasty meal. We noticed how friendly the cabin crew were r. Only downside about the 737 from Bangkok is that there's no personal tv screen. At Xiamen Airport for our 18-hour layover, immigration process was smooth, we were eligible for a free transit visa. We received a free accommodation voucher by Xiamen Air. The hotel we were given was the airline's own Xiamen Air Hotel in the heart of Xiamen. The room had two double beds and included a Chinese buffet breakfast too. Xiamen to Los Angeles on Boeing 787-9 was better. Great on-board entertainment, with plenty of Hollywood movies to choose from. We were served 3 meals and a snack on the 12-hour journey to LAX. I applied for their free wifi in advance (only 50 spots per flight), which worked well. You only get 3-hours but it was free. One thing that surprised me was the English proficiency of their crew. An added bonus was the opportunity to visit the lovely Chinese coastal city of Xiamen.  The price we paid for our return journey from BKK to LAX was almost half the price of a return ticket from BKK to SYD at the time of our departure. Outstanding value for money.",Boeing 787-9,Family Leisure,Economy Class,Bangkok to Los Angeles via Xiamen,January 2020,5.0,5.0,4.0,5.0,4.0,4.0,5.0,yes
22913,Xiamen Airlines,6,"""everything average""",7th January 2020,True,"  Dalian to Bangkok via Fuzhou. A very strange flight, both International and domestic passengers to Fuzhou, you then vacate the plane rush through immigration and then get back on the same plane with new customers from Fuzhou going to Bangkok. The return is the same, apart from at Dalian you are bused to the terminal in two separate buses, one for people from Bangkok the other for new passengers from Fuzhou. Bags come out in different sections of Dalian airport. It very confusing and only one hour on ground in Fuzhou, makes it a rush job. Seating average, food average, actually everything average.",Boeing 737-800,Family Leisure,Economy Class,Dalian to Bangkok via Fuzhou,January 2020,2.0,4.0,2.0,3.0,1.0,,3.0,no
22914,Xiamen Airlines,1,"""No humanity at all""",4th January 2020,True, Vancouver to Manila via Xiamen. Your policy for re-booking is crazy. You are a money grabber. I will never book to your airline anymore. I will see to it that my relatives and friends here and around the world do not book a flight with your airlines because you're so greedy. No humanity at all!,,Solo Leisure,Economy Class,Vancouver to Manila via Xiamen,January 2020,1.0,1.0,,1.0,,,1.0,no
22915,Xiamen Airlines,4,"""This flight is the worst""",2nd January 2020,True,  Fuzhou to Jakarta. This flight is the worst I have ever had. The plane have to divert to Palembang and there is no update on the Jakarta flight. All passengers have to wait with no certainty for several hours on the plane. This is the last trip with this airline,,Family Leisure,Economy Class,Fuzhou to Jakarta,December 2019,2.0,1.0,2.0,2.0,1.0,1.0,2.0,no
22916,Xiamen Airlines,9,"""The seats are comfortable""",31st December 2019,True," Xiamen to Amsterdam. The flight attendants are kind, willing to assist with cabin luggage. The English they speak is okay. The seats are comfortable and stuff like long socks, blankets, earphones and pillows are offered. Most of the time, I fly solo with Xiamen Airlines, but this June when I flew with my partner (German nationality), they offered great help both by email and at the airport for my partner's 144 hours transit visa free, The food and beverages onboard is good; for breakfast and dinner they have at least two options between Chinese and Western food. The dishes taste good and the portion is  big.  During late night, they offer sandwiches and hand out some warm towels or tea. Before landing, breakfast is offered. The content of movies is a bit limiting for Hollywood movies, but there's a big collection of Chinese/Japanese and Korean series and films. ",Boeing 787,Couple Leisure,Economy Class,Xiamen to Amsterdam,December 2019,3.0,4.0,4.0,3.0,2.0,4.0,4.0,yes
22917,Xiamen Airlines,4,"""crew were really pleasant""",7th November 2019,True," Dublin to Xiamen via Amsterdam. The crew were really pleasant and went out of their way to be helpful. Very clean plane and comfortable seat - the usual lie flat. Entertainment was so poor with a very small selection of movies. Maybe we expect more as the western/mid-eastern airlines give you a really decent selection. The food was below par and no great shakes at all. Big no-no - they did not serve any vodka! This is a very first for me on any airline worldwide and I fly 30-40 times a year. With gin is this possibly the worlds most popular white spirt? I only drink an odd vodka and tonic so I went without. However, for the value and it was an offer, I had to give 4 stars. Other airlines for my destination were €4-500 more expensive and that is a big saving. If the fare narrows to €2-250 I would fly another.",Boeing 787,Solo Leisure,Business Class,Dublin to Xiamen via Amsterdam,September 2019,4.0,5.0,2.0,4.0,2.0,,4.0,yes
22918,Xiamen Airlines,4,"""probably the last time""",6th November 2019,True,"  Los Angles to Jakarta via Xiamen and a stop in Qingdao that was not mentioned during reservation. Very competent crew, attentive and I found them to have an OK English but not fluent. The food was good for the most part. Poor management with long layovers.  The air line damaged one piece of the luggage that they would not acknowledge( was soaked in oil) also the airline would not honor the flown miles which was very odd after communicating with them numerous times regarding that. It was the first time flying with them and probably the last time.",Boeing 777,Business,Economy Class,Xiamen to Los Angeles,June 2019,3.0,3.0,3.0,3.0,2.0,,4.0,no
22919,Xiamen Airlines,1,"""overall a good flight""",14th September 2019,True,  New York to Nanning via FuzhouThis was overall a good flight. Very competent crew. Very attentive and I found them to have an OK command of English but not fluent. From JFK to FOC the seats were comfortable and the IFE was adequate. The food was good for the most part. When drinks got low the flight attendants brought another without me having to ask. We had about a 15 hour layover in Fuzhou but they gave us a premium hotel room plus free transportation. The aircraft from Fuzhou to Nanning was changed to a single class 738. We were reimbursed the difference in cost between business class and economy and given priority boarding and our seats were left open in the middle so that we had more room. The flight was about 40 minutes late leaving Fuzhou but that was an air traffic control issue and not Xiamen Airlines issue. Well worth the money and I recommend this airline. My only issue are long layovers because I have another one on the upcoming trip home.,Boeing 787-9,Couple Leisure,Business Class,New York to Nanning via Fuzhou,September 2019,4.0,5.0,4.0,5.0,5.0,3.0,5.0,yes
22920,Xiamen Airlines,8,"""airline has great food""",26th August 2019,True,"  Los Angeles to Melbourne via Xiamen. This was a long journey for me, from LAX to Melbourne via Xiamen. This airline has great food.  The portion sizes were big enough, and they came through fairly frequently with drinks as well. The meals themselves were good. I loved the Chinese food selections, and the highlights for me were the breakfast rice porridge with egg and vegetables, and a fish and rice dish with raw salmon on the side, and a stir-fried noodle dish. The staff were generally friendly and nice. Inflight entertainment was good. Seats were comfy - I'm pretty small so maybe that's why. The journey from LAX to Xiamen was actually via Qingdao, and the journey from Xiamen to Melbourne was via Hangzhou and this was stated in my ticket. The wifi didn't connect on my phone.",,Solo Leisure,Economy Class,Los Angeles to Melbourne via Xiamen,August 2019,4.0,4.0,5.0,4.0,5.0,3.0,4.0,yes
22921,Xiamen Airlines,1,"""we missed the Chengdu flight""",14th June 2019,True,"  Xiamen to Los Angeles. It was the worst experience ever. We had 2 flights, the one we did not take which was Chengdu to Xiamen and then Xiamen to LA. The persons who dealt with us were extremely rude. Saying we could not take our flight to LA because we missed the Chengdu flight. They told us it was not their problem and if we wanted to leave the airport we would have to pay almost one thousand dollars. The flight was not even full. We were on time at the check in and they treated us badly. I would never flight on that airline again.",,Couple Leisure,Economy Class,Xiamen to Los Angeles,June 2019,1.0,2.0,,1.0,,1.0,1.0,no
22922,Xiamen Airlines,1,"""all unbelievably awful""",31st May 2019,True,"  I had 4 flights with Xiamen Air during one trip. First flight (Guiyang-Fuzhou) was delayed for an hour. 2nd flight (Fuzhou - Kuala Lumpur) was fine and with no problem. 3rd flight (Kuala Lumpur - Fuzhou) was delayed for two hours, 4th flight (Fuzhou - Guiyang) was cancelled. They replaced last flight with the flight next morning (provided transfer and hotel) and this flight is delayed too! Right now we're sitting inside the airplane and waiting for the info on how long delay is. Each time their excuse was - air traffic. That's all unbelievably awful!",,Solo Leisure,Economy Class,Guiyang to Kuala-Lumpur via Fuzhou,May 2019,3.0,3.0,2.0,2.0,2.0,,1.0,no
22923,Xiamen Airlines,2,"""left my luggage behind""",22nd May 2019,False,"  Amsterdam to Taipei via Xiamen. The airline left my luggage behind in Amsterdam when I had one of the transfers, probably due to short time to change planes. The beginning was fine- they took all the details, they knew exactly where my luggage was left, so they looked very professional. I could not be at home at the time they had scheduled the courier to arrive, so I asked if the luggage can be delivered at a specific time, which was still within their working hours. They agreed to that. The courier has not arrived. They did not leave any message about that. Then, the next day when I called, they were surprised the luggage was not delivered, and they asked me to wait at home all day (9am-5pm) to receive the courier, despite I mentioned I need to go out and get something to eat. My friend who speaks Chinese called, and my luggage will not be delivered today. The staff has misinformed me and I would have waited in vain all day sitting in the flat. At one point one staff member because he did not seem to understand what I am saying just hang me up. Before the flight, I also send an inquiry, and they did not answer at all. Thus, the airline completely lacks communication. Otherwise, the flight is well-attended, 2 hot meals and one breakfast for 10.5 hour flight, and comfortable seats.",,Business,Economy Class,Amsterdam to Taipei via Xiamen,May 2019,3.0,4.0,4.0,1.0,2.0,,3.0,no
22924,Xiamen Airlines,3,"""for the Chinese not others""",17th April 2019,True,"  Chongqing to Xiamen. An airline that would be for the Chinese people not others, we had two flights with them Chongqing to Xiamen then on to Ho Chi Min. Both flights had delays of over an hour, food was pretty bad, although some English spoken it wasn’t understandable.",,Couple Leisure,Economy Class,Chongqing to Xiamen,April 2019,2.0,2.0,1.0,3.0,1.0,1.0,2.0,no
22925,Xiamen Airlines,3,"""because it was cheaper""",29th March 2019,True,"  Just finished a round trip LAX - Qingdao - xiamen - Taipei. The return trip didn't involve Qingdao. I picked this airline because it was cheaper than China and Eva air. There were actually even cheaper fares with Air China and China eastern but I refuse to fly with them due to the horrendous reviews. 787 for the Long haul were nice. Planes were fairly new. Good amount of pitch. Movie selections were limited but adequate. Food was terrible for our taste. The kids meal for my 11 year old was also mostly inedible. Service was great however. Flight attendants had great attitude and seemed to be working nonstop. 737 between Xiamen and Taipei was old and dirty. Don't understand why they would also offer a meal for such a short flight. I hate wasting food but couldn't eat that one either. Transit at Qingdao was confusing. We were given the wrong arrival cards twice so had to rewrite them 3 times. Transit hotel in Xiamen was free for our 8 hour layover. Hotel was not in good shape. I would rate it 2.5 star. On our return trip, we took the hotel option again and asked if we could pay extra for a better hotel. He said no and insisted to give us 3 rooms for the 5 of us. Then he entered in one of the names wrong on the reservation. I now have some personal information of some guy named Dustin. The hotel this time is a different. Not as bad, maybe a 3.5 star. But both hotels didn't have non-smoking rooms. I overheard another guest requesting a non-smoking room and was rudely told to come back down and ask for another room she didn't like the room. We don't think we'll fly Xiamen again. Layover in Xiamen would be nice if the city had much to offer. ",Boeing 737 / 787,Family Leisure,Economy Class,Taipei to Los Angeles via Xiamen,March 2019,5.0,5.0,1.0,5.0,3.0,1.0,5.0,no
22926,Xiamen Airlines,1,Xiamen Airlines customer review,23rd March 2019,True,  Bangkok to Los Angeles via Xiamen. My wife was not allowed to board the plane on March 14. They would not work with us at all on rebooking us or refunding ticket even though she arrived at airport 4 hours before scheduled boarding. She has Thailand Passport and so they would not allow her to fly through Xiamen. I had to scramble and book very expensive flight for that night through Philippine Airlines. I will never book with this company again!,,Couple Leisure,Economy Class,Bangkok to Los Angeles via Xiamen,March 2019,,,,1.0,,,1.0,no
22927,Xiamen Airlines,1,"""comfortable seat on Boeing 787-82",21st March 2019,True,  Singapore to Los Angeles via Xiamen. Enjoy when inside aircraft which clean and comfortable seat on Boeing 787-8. Plenty of food and drinks provided. The only problem when check in to the flight from Xiamen Airport to Singapore Changi Airport. Long queue as many other tour tourist line up. Ground handling spoil / damaged my baggage but Xiamen Airline replaced new baggage for me. ,Boeing 787-8,Solo Leisure,Economy Class,Singapore to Los Angeles via Xiamen,November 2018,5.0,5.0,4.0,1.0,3.0,,5.0,yes
22928,Xiamen Airlines,8,"""pair you with other travellers""",10th March 2019,True,"  Ho chi Minh to Los Angeles via Xiamen. Good flight. Check in fast and easy Boarding. Meals and services was good. Clean aircraft offer bottle of water and peanuts before meal services.  Offer drinks entire the flights. Only things communications with cabin crew. If they know what you want they will help you. If not, they just ignore you. Transit in Xiamen they provide free hotels over 8 hours layover. If you are solo traveller try to pay extra because otherwise they will pair you with other travellers. You have to pay taxi. ",Boeing 737 / 787,Solo Leisure,Economy Class,Ho chi Minh to Los Angeles via Xiamen,March 2019,5.0,4.0,5.0,5.0,4.0,,5.0,yes
22929,Xiamen Airlines,1,"""not going use this airline again""",23rd January 2019,False,"  Los Angeles to Denpasar via Xiamen.  It was pretty clean cabin. I didn't like food at all. I am vegetarian, and system didn't allowed me to choose my food preference, when I called the company (24 prior my flight), they said it is too late. Also, system didn't let me to check in, I had to check in in the airport. What I hate most is on my way back to the States, I had go pro camera in my suitcase, which was stolen. I'm not going use this airline again.",,Solo Leisure,Economy Class,Los Angeles to Denpasar via Xiamen,December 2018,3.0,2.0,1.0,1.0,3.0,1.0,2.0,no
22930,Xiamen Airlines,8,"""everything  normal and fine""",17th January 2019,True,"  Dalian to Hong Kong via Fuzhou. The flights were both short, normal food, everything are normal and fine. The things I really appreciately are the transit service and cabin service for Skyteam ElitePlus members. From Dalian to Hong Kong there is no directly flight, but connecting with Xiamen airline with international flight, they offer free transit hotel if the flights are on a different day with 24 hours gap. The flight attendants come to say greetings to me, with a small water and newspaper. ",,Business,Economy Class,Dalian to Hong Kong via Fuzhou,January 2019,3.0,5.0,3.0,5.0,1.0,,5.0,yes
22931,Xiamen Airlines,1,"""Legroom is comfortable""",11th January 2019,True,"  Xiamen to Ho Chi Minh. Great flight with cheap ticket. Legroom is comfortable, food is good and cabin crew is superb. Our flight is 252 usd for return flight from HCM to Shanghai via Xiamen Airport.",Boeing 737-800,Couple Leisure,Economy Class,Xiamen to Ho Chi Minh,January 2019,4.0,5.0,5.0,4.0,4.0,,5.0,yes
22932,Xiamen Airlines,4,"""last time we travel with Xiamen""",3rd January 2019,True,"  Singapore to Shanghai via Fuzhou. While at Fuzhou, we were late at check in and was not allow to fly and miss the Fuzhou to Shanghai leg. Customer service at the airport did nothing to help except to tell us that the entire return ticket was invalid due to airline policy. We wrote to Xiamen airline to seek help to reinstate ticket and they take more than 3 days to reply and suggest we try our luck at the airport. Subsequently, we wechat Xiamen staff in china and was told that our flight is normal and we can check in. On the day, at Shanghai airport, we were told we were not allow to board. Overall, unhelpful and inefficient ground staff and confusing messages make this the last time we will travel with Xiamen air.",,Couple Leisure,Economy Class,Singapore to Shanghai via Fuzhou,December 2018,5.0,5.0,3.0,1.0,4.0,,1.0,no
22933,Xiamen Airlines,2,"""they are a 3rd rate airline""",4th December 2018,False,"  Seattle to Manila via Xiamen. My wife and I planned a trip to the Philippines from Seattle and decided upon Xiamen Airlines Business Class. The routing was Seattle, Shenzen, Xiamen and Manila. We traveled late October 2018. The seating configuration in the Boeing 787, Business Class was 2-2-2. The seats were lay flat for sleeping, but unfortunately were leatherette covered which meant one would slide forward when seated upright due to the slippery covering. Lunch was served and I chose duck. This was the consistency of rubber and virtually inedible. The 12.5 hour flight was uneventful, however during this time the cabin staff barely checked on us. When they did, there was a distinct language problem. We couldn't understand them and they couldn't understand us! One would think when one is on a international flight a common understandable language should be used. When we arrived at Shenzen we had a layover of 2 hours during which time we had to clear Chinese Customs and Immigration. After this we had to wait in a departure lounge without being told anything about our next flight leg. There were about 12 onward passengers waiting for the next leg. Eventually we were told our boarding gate and ETD. The flight to Xiamen was around 1 hour. After arrival we had to pick up our luggage and we went to the Xiamen Airlines counter to get a hotel voucher as we had 20 hour layover. Xiamen Airlines to not have a hotel bus or any means to transport us to the hotel. We had to change money to get a taxi. This was an effort in its own right. We did leave some of our baggage at the left luggage office at the airport, which helped. The next day we caught a taxi back to the airport. We go through security on entry to the airport before checking in for our flight to Manila. I should mention that boarding to Manila like the short leg for Shenzen was chaos. No boarding by class or seating, just go for it! Service on board was almost like a domestic flight, again a language problem. We arrive in Manila after almost 36 hours after leaving Seattle. It was nice to experience the friendliness of Philippine Customs and Immigration. The return from Manila to Seattle every bit as bad as when we arrived late (11:30pm) in Xiamen we had to clear customs and immigration and by the time that happened it was around 2am banks were closed and we had now money for a taxi to the hotel we finally change $20 with a Xiamen Airline staff member and got to the hotel around 2:30 am. We were again routed via Shenzen and had to go through immigration and carry ALL bags through security. The flight back was slightly better, but there was still the language barrier. All in all the Xiamen Airlines experience was poor. The airline should make sure the cabin staff have sufficient English to carry out a basic conversation. The airline should upgrade all staff to a level of what is expected from a good international airline. At the moment they are a 3rd rate airline.",Boeing 787,Couple Leisure,Business Class,Seattle to Manila via Xiamen,November 2018,2.0,1.0,3.0,1.0,2.0,,2.0,no
22934,Xiamen Airlines,8,"""at a very cheap price""",3rd December 2018,True,"  Singapore to Vancouver via Xiamen. Note that my rating here is for XMN-YVR, not considering SIN-XMN, and not taking into account the visa issues at XMN. If you are not a holder of one of the 53 countries' passports that qualify for visa exemption by the Chinese government, then you need to apply for a visa before flying. XMN does not offer visa services at the airport. The main reason for the need of a visa is, XMN does not have a usual transit arrangement, which usually doesn't require you to go through immigration. At XMN, in order to transit, you have to go through immigration, which means you are entering China and then leaving China officially, just to transit between flights. This is why people transiting with passports that do not qualify for visa exemption have to apply for visa. If you are unsure, please make sure you email your local Xiamen Air representatives to check. Regarding SIN-XMN, it was below average. It was an older aircraft, without individual IFE system. The stewardesses were willing to help and respond to demands, but they were typically brisk and curt with their responses. Food was okay, not remarkable. XMN-YVR was excellent. The economy seat was comfortable, and leg room was good. Food was excellent and more than sufficient. In fact, the stewardesses made rounds between meals to ask if people wanted snacks, like bread rolls, sandwiches, or peanuts. The stewardesses were very friendly and approachable, very willing to help the passengers. It is unfortunate that their command of the English language is below average, but if you speak Mandarin, then you are fine. All in, it was an excellent flight at a very cheap price. I think, if you are travelling on Xiamen Air's Boeing 787, then there is a good chance that your flight will be a very good one. But if you are travelling on Xiamen Air's older aircraft, then you may not get to experience the better side of the airline. Finally, there is no online check-in services for international flights for Xiamen Air. You can choose your seats only if you spend some money. Otherwise, you have to request for your seat at the counter at the airport. So, if you want to choose your seats, either pay for it, or go to the airport and check in early (I went 2.5hr before flight) to get the seats that you want.",Boeing 737-800 / 787-8 ,Solo Leisure,Economy Class,Singapore to Vancouver via Xiamen,November 2018,5.0,4.0,4.0,3.0,4.0,1.0,5.0,yes
22935,Xiamen Airlines,9,"""tasty Chinese food""",28th November 2018,True,"  Kuala Lumpur to Xiamen. The aircraft offers basic comfort and only overhead entertainment. I was impressed by the crew service - they were polite to the elderly folks onboard, checking on them and offering them blanket and pillow. The food is very local and tasty Chinese food, which I enjoyed. I will fly Xiamen Airlines again.",Boeing 737-800,Solo Leisure,Economy Class,Kuala Lumpur to Xiamen,November 2018,4.0,5.0,5.0,3.0,1.0,,4.0,yes
22936,Xiamen Airlines,8,"""impressed by this airline""",17th November 2018,True,"  Hong Kong to Wuyishan. It's a leisure trip to visit the homeland of tea: Wuyishan, Fujian province. Xiamen Airlines does a twice weekly direct flight from Hong Kong. They deploy a small 737 aircraft. Similar to Malaysia airlines when using this small aircraft, 4 cabin crew work tirelessly to keep the journey smooth and comfortable. With one aisle and 3x3 seating, the pitch is quite comfortable. A simple hot meal (in the style of a bento box) is served, and is sufficient for a short 90 minutes journey. 2 rounds of drinks is a nice touch. Seat has no power outlet or personal, we were provided visual entertainment in the form of overhead TV, with mainly Chinese program. Luckily, since January, mobile phones in flight mode are now allowed to be used on board. So you can still listen to your favourite music, or watch your own videos etc., on your phone or tablets. That really help kill time. If there is one complaint, it's the excessively warm cabin temperature. I am impressed by this airline. I wouldn't mind trying them for long haul flights in future.",Boeing 737-800,Solo Leisure,Economy Class,Hong Kong to Wuyishan,November 2018,4.0,4.0,3.0,4.0,,,4.0,yes
22937,Xiamen Airlines,8,"""food was fantastic""",14th November 2018,True, Sydney to Fuzhou. The service in flight was good. The food was fantastic compare to Air China. Too many peoples onboard during the flight. We had to wait when we arrived Xiamen.,Boeing 787,Family Leisure,Economy Class,Sydney to Fuzhou,November 2018,4.0,5.0,5.0,4.0,3.0,3.0,4.0,yes
